claim_id,manuscript_section,object_type,manuscript_table_or_figure,metric_or_statement,full_precision_value,displayed_value,interval_lower,interval_upper,denominator,dataset,model,policy,uncertainty_method,canonical_source_path,source_row_key,source_column,source_sha256,run_id,config_hash,scientific_input_hash,source_tree_hash,verification_status
T05_raw_nll_log_loss,Results,numerical_result,Table 5,nll_log_loss,0.5514626110693018,0.5515,0.5180433508694509,0.5862249153487464,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_05_cross_fitted_sigmoid_calibration.csv,csv_row=10;record=calibration_metric_intervals;source_row=7,nll_log_loss,b5c1f908383ec5de7db523b161b487e5cde37a70605a8698db899304d7d2c563,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T05_raw_multiclass_brier,Results,numerical_result,Table 5,multiclass_brier,0.342606326573343,0.3426,0.3215345608902642,0.3643110632424874,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_05_cross_fitted_sigmoid_calibration.csv,csv_row=11;record=calibration_metric_intervals;source_row=8,multiclass_brier,b5c1f908383ec5de7db523b161b487e5cde37a70605a8698db899304d7d2c563,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T05_raw_ece_confidence,Results,numerical_result,Table 5,ece_confidence,0.0375426568313583,0.0375,0.0295359998906522,0.065947014219446,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_05_cross_fitted_sigmoid_calibration.csv,csv_row=12;record=calibration_metric_intervals;source_row=9,ece_confidence,b5c1f908383ec5de7db523b161b487e5cde37a70605a8698db899304d7d2c563,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T05_sigmoid_nll_log_loss,Results,numerical_result,Table 5,nll_log_loss,0.4556457723677246,0.4556,0.4358509399019931,0.4764416595056033,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_05_cross_fitted_sigmoid_calibration.csv,csv_row=19;record=calibration_metric_intervals;source_row=16,nll_log_loss,b5c1f908383ec5de7db523b161b487e5cde37a70605a8698db899304d7d2c563,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T05_sigmoid_minus_raw_nll_log_loss,Results,numerical_result,Table 5,nll_log_loss_sigmoid_minus_raw,-0.0958168387015772,-0.0958,-0.1149353606731161,-0.0766979070098438,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_05_cross_fitted_sigmoid_calibration.csv,csv_row=28;record=calibration_paired_differences;source_row=7,nll_log_loss_sigmoid_minus_raw,b5c1f908383ec5de7db523b161b487e5cde37a70605a8698db899304d7d2c563,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T05_sigmoid_multiclass_brier,Results,numerical_result,Table 5,multiclass_brier,0.2634041394464624,0.2634,0.2503386670767185,0.2769252300827206,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_05_cross_fitted_sigmoid_calibration.csv,csv_row=20;record=calibration_metric_intervals;source_row=17,multiclass_brier,b5c1f908383ec5de7db523b161b487e5cde37a70605a8698db899304d7d2c563,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T05_sigmoid_minus_raw_multiclass_brier,Results,numerical_result,Table 5,multiclass_brier_sigmoid_minus_raw,-0.0792021871268806,-0.0792,-0.0916595429100945,-0.0665972077683829,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_05_cross_fitted_sigmoid_calibration.csv,csv_row=29;record=calibration_paired_differences;source_row=8,multiclass_brier_sigmoid_minus_raw,b5c1f908383ec5de7db523b161b487e5cde37a70605a8698db899304d7d2c563,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T05_sigmoid_ece_confidence,Results,numerical_result,Table 5,ece_confidence,0.0419338956850242,0.0419,0.0294159682045776,0.0583580658808963,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_05_cross_fitted_sigmoid_calibration.csv,csv_row=21;record=calibration_metric_intervals;source_row=18,ece_confidence,b5c1f908383ec5de7db523b161b487e5cde37a70605a8698db899304d7d2c563,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T05_sigmoid_minus_raw_ece_confidence,Results,numerical_result,Table 5,ece_confidence_sigmoid_minus_raw,0.0043912388536659,0.0044,-0.0257200804507129,0.0180098932465719,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_05_cross_fitted_sigmoid_calibration.csv,csv_row=30;record=calibration_paired_differences;source_row=9,ece_confidence_sigmoid_minus_raw,b5c1f908383ec5de7db523b161b487e5cde37a70605a8698db899304d7d2c563,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_1_EmpEnvironmentSatisfaction,Results,numerical_result,Table 6A,mean_abs_grouped_shap,1.0788599271198551,1.0789,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=2;record=global_grouped_shap_importance;source_row=1,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_2_YearsSinceLastPromotion,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.5251686564541564,0.5252,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=3;record=global_grouped_shap_importance;source_row=2,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_3_EmpJobRole,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.2653350595046543,0.2653,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=4;record=global_grouped_shap_importance;source_row=3,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_4_EmpWorkLifeBalance,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.2518347756181781,0.2518,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=5;record=global_grouped_shap_importance;source_row=4,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_5_ExperienceYearsInCurrentRole,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.2242619052709617,0.2243,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=6;record=global_grouped_shap_importance;source_row=5,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_6_EmpHourlyRate,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.1322206985990144,0.1322,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=7;record=global_grouped_shap_importance;source_row=6,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_7_YearsWithCurrManager,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.1025085072464046,0.1025,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=8;record=global_grouped_shap_importance;source_row=7,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_8_DistanceFromHome,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0992775367555138,0.0993,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=9;record=global_grouped_shap_importance;source_row=8,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_9_TotalWorkExperienceInYears,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0910416613879836,0.0910,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=10;record=global_grouped_shap_importance;source_row=9,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_10_EmpJobSatisfaction,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0770187014603369,0.0770,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=11;record=global_grouped_shap_importance;source_row=10,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_11_ExperienceYearsAtThisCompany,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0728905706959469,0.0729,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=12;record=global_grouped_shap_importance;source_row=11,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_12_TrainingTimesLastYear,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0643242312548439,0.0643,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=13;record=global_grouped_shap_importance;source_row=12,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_13_BusinessTravelFrequency,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0579972218376315,0.0580,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=14;record=global_grouped_shap_importance;source_row=13,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_14_NumCompaniesWorked,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0557993290165339,0.0558,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=15;record=global_grouped_shap_importance;source_row=14,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_15_EducationBackground,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0541235560850186,0.0541,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=16;record=global_grouped_shap_importance;source_row=15,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_16_EmpEducationLevel,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0530352430750483,0.0530,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=17;record=global_grouped_shap_importance;source_row=16,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_17_EmpRelationshipSatisfaction,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0453795527070299,0.0454,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=18;record=global_grouped_shap_importance;source_row=17,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_18_EmpJobLevel,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0433724638685453,0.0434,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=19;record=global_grouped_shap_importance;source_row=18,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_19_EmpJobInvolvement,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0329392182859394,0.0329,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=20;record=global_grouped_shap_importance;source_row=19,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06A_rank_20_OverTime,Results,numerical_result,Table 6A,mean_abs_grouped_shap,0.0323772188900269,0.0324,N/A,N/A,1200,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_complete_oof_attribution,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_06_global_grouped_oof_shap.csv,csv_row=21;record=global_grouped_shap_importance;source_row=20,mean_abs_grouped_shap,5d5fcf96dc20e672db876b0b2ddd5969910d3e44736200282d95ce6ecb11801b,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=descriptive;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06B_top_5_jaccard,Results,numerical_result,Table 6B,top_k_jaccard_median,1.0,1.0000,N/A,N/A,45.0,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_dependent_fold_pairs_no_confidence_interval,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_07_oof_shap_stability.csv,csv_row=137;record=shap_stability_summary;source_row=1,top_k_jaccard_median,2a0928c9f68b106143334a5f975216ffbc4e2b5227b77f1869e8fc9b6eb4d2d3,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T06B_top_10_jaccard,Results,numerical_result,Table 6B,top_k_jaccard_median,0.8181818181818182,0.8182,N/A,N/A,45.0,inx_primary,xgboost,no_salary_hike_no_attrition_no_department,descriptive_dependent_fold_pairs_no_confidence_interval,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_07_oof_shap_stability.csv,csv_row=138;record=shap_stability_summary;source_row=2,top_k_jaccard_median,2a0928c9f68b106143334a5f975216ffbc4e2b5227b77f1869e8fc9b6eb4d2d3,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
